area_type,availability,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,18-May,Anekal,Aavelis,1140.0,2.0,2.0,52.0,2
Super built-up  Area,Ready To Move,Padmanabhanagar,Shers S,1150.0,2.0,0.0,50.0,2
Super built-up  Area,Ready To Move,Babusapalaya,Veisear,1245.0,2.0,2.0,58.0,2
Super built-up  Area,18-Mar,Vasanth nagar,Prian E,4750.0,6.0,1.0,948.0,4
Super built-up  Area,Ready To Move,Brookefield,Mapleer,1594.0,3.0,2.0,140.0,3
Super built-up  Area,20-Dec,Kanakpura Road,PrarePa,700.0,2.0,2.0,36.0,2
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Arnis A,1000.0,2.0,0.0,50.0,2
Plot  Area,Ready To Move,Whitefield,Adowslm,4000.0,5.0,1.0,540.0,6
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,MJarlPe,1570.0,2.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1290.0,2.0,2.0,88.0,2
Super built-up  Area,20-Apr,Langford Gardens,Soond R,2777.0,5.0,2.0,649.0,3
Super built-up  Area,Ready To Move,Shanti Nagar,VentsAp,2250.0,3.0,0.0,180.0,3
Super built-up  Area,Ready To Move,Akshayanagara East,Prncyay,1145.0,2.0,2.0,44.0,2
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1065.0,2.0,1.0,30.75,2
Built-up  Area,18-Mar,Whitefield,MKensi ,1650.0,3.0,2.0,48.0,3
Super built-up  Area,18-Apr,Sarjapur  Road,PualeSk,1371.0,2.0,1.0,86.0,2
Super built-up  Area,Ready To Move,Electronic City,Goty  E,1575.0,3.0,1.0,94.5,3
Super built-up  Area,18-Jan,Yelahanka,Prensya,1362.0,2.0,2.0,66.0,2
Super built-up  Area,Ready To Move,Haralur Road,Ozensve,1255.0,3.0,1.0,90.0,3
Super built-up  Area,19-Dec,Electronics City Phase 1,DSrry S,1088.0,2.0,1.0,30.46,2
Super built-up  Area,Ready To Move,Sarjapur  Road,PraleSi,2140.0,3.0,2.0,139.0,3
Super built-up  Area,Ready To Move,Thubarahalli,ShdhiSa,1584.0,3.0,2.0,101.0,3
Super built-up  Area,Ready To Move,Whitefield,BMttaor,1175.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Dodda Nekkundi,Vandaac,1585.0,2.0,2.0,79.0,3
Super built-up  Area,Ready To Move,Hebbal,Mahosya,1740.0,2.0,1.0,137.0,3
Super built-up  Area,20-Dec,Rachenahalli,AsNowre,985.0,2.0,1.0,50.17,2
Super built-up  Area,20-Aug,Begur Road,Pruthg ,1583.0,3.0,1.0,95.23,3
Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1122.0,2.0,0.0,61.74,2
Super built-up  Area,17-Dec,Thanisandra,Bhmesy ,1573.0,3.0,2.0,100.0,3
Super built-up  Area,Ready To Move,Yemlur,Saensar,1210.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Nencei ,1485.0,2.0,2.0,63.0,3
Super built-up  Area,Ready To Move,Haralur Road,DSimaUl,1735.0,3.0,2.0,97.0,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1730.0,3.0,2.0,175.0,3
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,Spngsin,1684.0,3.0,2.0,86.0,3
Super built-up  Area,Ready To Move,Sai Gardens,Alivae ,1686.0,3.0,3.0,77.0,3
Built-up  Area,Ready To Move,Green Glen Layout,Soionar,1600.0,3.0,3.0,105.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1655.0,3.0,3.0,95.0,3
Super built-up  Area,Ready To Move,Hennur,Bront A,1830.0,3.0,3.0,121.0,3
Super built-up  Area,18-Apr,Hebbal,Arcia S,1430.0,3.0,1.0,85.0,3
Super built-up  Area,Ready To Move,Judicial Layout,HRnyaAn,1989.0,4.0,3.0,155.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,MamelKa,1044.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Banashankari,Sksia A,1426.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Yelahanka,Prdomt ,1000.0,2.0,1.0,29.0,2
Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1140.0,2.0,1.0,33.06,2
Built-up  Area,Ready To Move,Gulakamale,SLenssh,1200.0,2.0,3.0,50.0,2
Built-up  Area,Ready To Move,Malleshwaram,Aaentpa,580.0,1.0,1.0,45.0,1
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,1030.0,2.0,1.0,50.36,2
Super built-up  Area,Ready To Move,Mahalakshmi Puram,SKthaAa,1950.0,3.0,3.0,132.0,3
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3
Built-up  Area,Ready To Move,Kothanur,Bisic C,1400.0,2.0,2.0,65.0,2
Built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,1300.0,2.0,2.0,55.86,2
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1332.0,2.0,1.0,108.0,2
Super built-up  Area,Ready To Move,Abbigere,SLtias ,1000.0,2.0,1.0,41.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Reciale,1600.0,3.0,1.0,85.0,3
Super built-up  Area,Ready To Move,Electronic City,GMown E,1025.0,2.0,1.0,54.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2180.0,4.0,3.0,180.0,3
Super built-up  Area,Ready To Move,Jakkasandra,LuntsAp,1600.0,3.0,2.0,102.0,3
Built-up  Area,Ready To Move,Whitefield,Mithmn ,1270.0,2.0,1.0,110.0,2
Super built-up  Area,22-May,Jakkur,SoineC ,1932.0,3.0,2.0,183.0,3
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2086.0,3.0,2.0,160.0,3
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,1165.0,2.0,1.0,51.42,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1440.0,2.0,2.0,165.0,2
Built-up  Area,Ready To Move,Chandapura,KHityry,740.0,1.0,1.0,22.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2503.0,3.0,3.0,138.0,3
Super built-up  Area,18-Aug,Bellandur,NiCodCa,1260.0,2.0,2.0,83.5,2
Super built-up  Area,Ready To Move,Green Glen Layout,Soweray,1717.0,3.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Vaderla,1335.0,2.0,1.0,56.0,3
Super built-up  Area,Ready To Move,Vidyaranyapura,Unentsi,1200.0,2.0,1.0,42.0,2
Super built-up  Area,Ready To Move,JP Nagar,BSensth,1157.0,2.0,1.0,73.0,2
Super built-up  Area,Ready To Move,Pai Layout,Cemesal,1510.0,2.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Bommanahalli,Jaw 2 L,1050.0,2.0,2.0,54.0,2
Super built-up  Area,Ready To Move,Chikkadunnasandra,Kr 10Ca,1200.0,2.0,2.0,45.0,2
Super built-up  Area,18-May,Binny Pete,Shestlo,1516.0,3.0,1.0,147.0,3
Super built-up  Area,18-Dec,Channasandra,MVisear,1050.0,2.0,1.0,44.41,2
Super built-up  Area,Ready To Move,Hormavu,Cadel C,1210.0,2.0,3.0,69.0,2
Super built-up  Area,Ready To Move,Whitefield,SuezeLa,1660.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Malleshwaram,Rintspa,1410.0,2.0,3.0,125.0,2
Super built-up  Area,18-Jun,Electronics City Phase 1,Shitt S,1305.0,2.0,1.0,67.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,Malmser,1206.0,2.0,3.0,53.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Amarere,1150.0,2.0,2.0,55.0,2
Built-up  Area,Ready To Move,Cooke Town,Sillaa ,1850.0,3.0,3.0,110.0,3
Super built-up  Area,Ready To Move,Sompura,Suiseit,2150.0,3.0,2.0,85.0,4
Super built-up  Area,Ready To Move,Hebbal,RMudeat,3895.0,3.0,1.0,390.0,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shitt S,755.0,1.0,0.0,30.12,1
Built-up  Area,Ready To Move,Ramamurthy Nagar,JHk 1en,960.0,2.0,2.0,35.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1571.0,3.0,3.0,53.12,3
Super built-up  Area,19-Dec,Kanakapura,GoityEt,1489.0,2.0,1.0,70.0,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,800.0,2.0,1.0,32.0,2
Built-up  Area,Ready To Move,Jalahalli,DSons S,980.0,2.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1215.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,R.T. Nagar,GModsNR,1500.0,2.0,1.0,70.0,3
Built-up  Area,Ready To Move,Brookefield,ARnts A,1588.0,2.0,3.0,58.0,2
Built-up  Area,17-Sep,Kannamangala,VBownre,957.0,2.0,2.0,56.0,2
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1200.0,2.0,1.0,34.65,2
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,845.0,2.0,0.0,34.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,SoniaEt,2206.0,4.0,1.0,180.0,3
Super built-up  Area,Ready To Move,Jakkur Plantation,Reicace,1719.0,3.0,3.0,95.0,3
Super built-up  Area,Ready To Move,Abbigere,SLtias ,995.0,2.0,1.0,40.8,2
Super built-up  Area,Ready To Move,Bellandur,Goner C,1047.0,2.0,1.0,75.0,2
Super built-up  Area,18-Apr,Devanahalli,Sabixtt,1466.0,3.0,3.0,59.96,3
Super built-up  Area,18-Dec,Sarjapur  Road,Klark L,1691.0,3.0,2.0,100.0,3
Super built-up  Area,20-Dec,Chandapura,PavesGr,876.0,2.0,2.0,28.47,2
Super built-up  Area,18-May,CV Raman Nagar,Pu270a ,1659.0,3.0,1.0,135.0,3
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1270.0,2.0,1.0,105.0,2
Super built-up  Area,Ready To Move,8th Phase JP Nagar,MBodsen,1269.0,2.0,3.0,50.75,3
Super built-up  Area,Ready To Move,Kammanahalli,Suvasre,1200.0,3.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Whitefield,CalanGo,1315.0,2.0,2.0,69.5,2
Super built-up  Area,Ready To Move,Tumkur Road,Sahtsva,1354.0,3.0,1.0,85.86,3
Plot  Area,Ready To Move,Whitefield,Enodsed,1344.0,3.0,1.0,130.0,4
Super built-up  Area,Ready To Move,Yelahanka,PrrloMo,1180.0,2.0,1.0,55.0,2
Super built-up  Area,18-Apr,Jalahalli,Cuohahi,1313.0,2.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Nehru Nagar,Veyalin,1100.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Vishwapriya Layout,Prodsth,890.0,2.0,3.0,37.0,2
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,Myhrie ,1190.0,2.0,1.0,55.0,2
Super built-up  Area,19-Dec,Hoodi,Caycend,1644.0,3.0,3.0,80.51,3
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1710.0,3.0,2.0,110.0,3
Super built-up  Area,18-Feb,Hebbal,Prersis,1662.0,3.0,2.0,155.0,3
Super built-up  Area,Ready To Move,Virupakshapura,Seamaha,1162.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,Prineth,540.0,1.0,1.0,22.5,1
Super built-up  Area,18-Nov,Thanisandra,Bhe 2ko,1533.0,3.0,0.0,75.885,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,54.99,3
Plot  Area,Ready To Move,Chikka Tirupathi,Theanmp,2665.0,5.0,3.0,125.0,4
Super built-up  Area,18-Dec,Haralur Road,SNnia E,1810.0,3.0,2.0,97.83,3
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1328.0,2.0,1.0,56.0,3
Super built-up  Area,Ready To Move,Pai Layout,Saood S,1500.0,2.0,2.0,58.0,3
Super built-up  Area,Ready To Move,R.T. Nagar,Shusehi,1100.0,2.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Seetharampalya,Dwntsli,1360.0,2.0,2.0,73.0,3
Super built-up  Area,Ready To Move,Electronic City Phase II,Brods W,1031.0,2.0,1.0,54.48,2
Super built-up  Area,20-Aug,Whitefield,Bhath N,955.0,2.0,0.0,38.19,2
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1200.0,2.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1267.0,3.0,1.0,78.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1510.0,2.0,3.0,110.0,3
Super built-up  Area,21-Sep,Kanakpura Road,PrarePa,900.0,2.0,1.0,42.0,2
Super built-up  Area,Ready To Move,Whitefield,Asarqz ,1457.0,2.0,2.0,105.0,3
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,4.0,2.0,268.0,4
Super built-up  Area,19-Mar,8th Phase JP Nagar,Vaarech,1408.0,3.0,2.0,80.0,3
Built-up  Area,Ready To Move,Dodda Nekkundi,MavarSa,1005.0,2.0,2.0,45.0,2
Built-up  Area,Ready To Move,Electronic City Phase II,Assha A,545.0,1.0,1.0,28.0,2
Super built-up  Area,18-May,Talaghattapura,Sodgere,2038.0,3.0,0.0,122.0,3
Built-up  Area,Ready To Move,Sarjapur  Road,MadinJa,1367.0,2.0,0.0,80.0,2
Super built-up  Area,18-Feb,Whitefield,BrlisCo,1720.0,3.0,2.0,128.0,3
Built-up  Area,Ready To Move,Doddathoguru,Cerasy ,1107.0,2.0,3.0,44.0,2
Super built-up  Area,20-Jan,Yelahanka,Aduil T,1360.0,2.0,1.0,78.19,2
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1701.0,2.0,2.0,145.0,2
Super built-up  Area,Ready To Move,Hosa Road,SSaleRo,1016.0,2.0,1.0,39.95,2
Built-up  Area,Ready To Move,Akshaya Nagar,Baalp S,900.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Sanjay nagar,Viara M,1500.0,3.0,1.0,150.0,3
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,Prlis A,2292.0,2.0,1.0,285.0,3
Carpet  Area,Ready To Move,Kereguddadahalli,Jaood G,1280.0,3.0,1.0,42.0,3
Plot  Area,Ready To Move,Sri Balaji Krupa Layout,KrodsNo,1750.0,4.0,2.0,263.0,4
Super built-up  Area,Ready To Move,Electronic City,GMown E,1500.0,2.0,1.0,70.0,3
Super built-up  Area,Ready To Move,Gottigere,SMshi M,1245.0,2.0,2.0,59.0,2
Super built-up  Area,Ready To Move,Hennur Gardens,PlhtsHe,1945.0,3.0,2.0,135.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,245.0,3
Built-up  Area,Ready To Move,Hegde Nagar,DSthian,1348.0,2.0,2.0,80.5,3
Super built-up  Area,Ready To Move,Tindlu,Suncyu ,1100.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Kammasandra,Elentrk,1616.0,3.0,3.0,40.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,135.0,3
Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,2.0,56.5,2
Super built-up  Area,Ready To Move,Bannerghatta Road,DSnjh S,1022.0,2.0,1.0,35.0,2
Super built-up  Area,Ready To Move,Abbigere,SLtias ,1020.0,2.0,1.0,40.8,2
Built-up  Area,Ready To Move,Bommasandra,ALoraAu,950.0,2.0,1.0,25.0,2
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1936.0,3.0,1.0,131.0,3
Super built-up  Area,18-Apr,Hosur Road,PuendWe,1223.0,2.0,1.0,93.0,2
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,1495.0,2.0,1.0,78.0,2
Super built-up  Area,21-Jul,Koramangala,G ceses,1605.0,3.0,2.0,260.0,3
Super built-up  Area,Ready To Move,Whitefield,Suleyli,1270.0,2.0,2.0,52.0,2
Super built-up  Area,Ready To Move,Kumaraswami Layout,Shncyhi,1081.0,2.0,3.0,60.0,2
Super built-up  Area,Ready To Move,Koramangala,K ncy R,1600.0,2.0,0.0,140.0,3
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1596.0,3.0,1.0,118.0,3
Super built-up  Area,Ready To Move,Horamavu Agara,SKdesa ,1557.0,3.0,1.0,70.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Puallhi,1984.0,4.0,1.0,148.0,3
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,2259.0,3.0,2.0,112.0,4
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1310.0,2.0,1.0,37.83,3
Super built-up  Area,Ready To Move,Cooke Town,Scenth ,1600.0,3.0,2.0,260.0,3
Super built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Harlur,Shodsir,1335.0,2.0,0.0,72.76,2
Super built-up  Area,Ready To Move,Kenchenhalli,MasicCl,1786.0,3.0,2.0,79.99,3
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1564.0,3.0,1.0,103.0,3
Super built-up  Area,18-May,Bommasandra,SSestth,1365.0,3.0,1.0,53.96,3
Super built-up  Area,Ready To Move,BCMC Layout,Anair A,1369.0,2.0,3.0,72.0,3
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1240.0,2.0,2.0,41.0,2
Super built-up  Area,Ready To Move,Gollahalli,ArzzaRe,1418.0,2.0,1.0,62.0,2
Built-up  Area,Ready To Move,Yelahanka New Town,G harth,1290.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Jalahalli,Prarkll,1881.0,3.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,943.0,2.0,2.0,49.5,2
Super built-up  Area,Ready To Move,Nayandanahalli,Rarelt ,1035.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,1290.0,2.0,2.0,56.12,3
Super built-up  Area,Ready To Move,Malleshwaram,Apinaa ,2610.0,4.0,2.0,306.0,4
Super built-up  Area,Ready To Move,Anandapura,ViensRK,1576.0,3.0,2.0,58.7,3
Super built-up  Area,Ready To Move,Hebbal,Brium C,4000.0,6.0,1.0,440.0,4
Super built-up  Area,18-Jun,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,74.03,2
Super built-up  Area,Ready To Move,Hoodi,Sulla S,1181.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Sathya Sai Layout,Prowshi,6652.0,6.0,1.0,660.0,4
Super built-up  Area,Ready To Move,Maragondanahalli,ArnzaFi,1307.0,2.0,2.0,59.0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,131.0,3
Super built-up  Area,Ready To Move,Gottigere,i1ncyRe,1200.0,2.0,2.0,50.0,2
Built-up  Area,19-Dec,Church Street,CoDast ,2920.0,4.0,3.0,536.0,4
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shitt S,1175.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Whitefield,SLiritn,1404.0,2.0,2.0,59.0,3
Built-up  Area,Ready To Move,HSR Layout,VaiewV ,1203.0,2.0,2.0,60.0,2
Super built-up  Area,18-Apr,Kammasandra,Prony S,610.0,1.0,1.0,18.5,1
Plot  Area,Ready To Move,Chandapura,Upldsin,1200.0,3.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Nobo Nagar,VRaceer,1200.0,2.0,2.0,45.0,2
Plot  Area,Ready To Move,Sathya Sai Layout,Prowshi,6688.0,6.0,1.0,700.0,4
Super built-up  Area,Ready To Move,Crimson Layout,ARntyne,1830.0,3.0,2.0,95.0,3
Super built-up  Area,19-Sep,Kudlu Gate,Srods P,1432.0,2.0,2.0,61.11,3
Built-up  Area,Ready To Move,Somasundara Palya,Srhts P,2300.0,2.0,0.0,70.0,3
Super built-up  Area,Ready To Move,9th Phase JP Nagar,HMigond,1331.0,2.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1665.0,3.0,2.0,74.9,3
Super built-up  Area,21-Dec,Electronic City,KonteiT,2093.0,4.0,2.0,134.0,4
Super built-up  Area,Ready To Move,Kumarapalli,BMmesHo,1486.0,2.0,2.0,65.0,3
Built-up  Area,Ready To Move,Chikkalasandra,Siourpl,1425.0,1.0,0.0,54.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1255.0,2.0,2.0,42.54,2
Built-up  Area,Ready To Move,Electronic City,Itelaa ,750.0,2.0,1.0,19.5,2
Super built-up  Area,19-Jun,Mallathahalli,Siacen ,1100.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1760.0,3.0,2.0,139.0,3
Super built-up  Area,Ready To Move,Chandapura,Arhid O,1095.0,2.0,2.0,28.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1530.0,3.0,3.0,64.86,3
Super built-up  Area,18-Feb,Kundalahalli,Dieldli,1724.0,3.0,3.0,140.0,3
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,AlEcone,1975.0,3.0,3.0,90.0,3
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,1112.0,2.0,1.0,58.0,2
Super built-up  Area,18-Nov,Hoskote,Arity S,509.0,1.0,1.0,23.0,1
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,2265.0,3.0,3.0,159.0,3
Built-up  Area,Ready To Move,Green View Layout,Makeser,1010.0,2.0,1.0,41.0,2
Built-up  Area,Ready To Move,Kaggadasapura,Mancya ,1150.0,2.0,2.0,45.0,2
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Cedusy ,1850.0,3.0,1.0,98.0,3
Built-up  Area,Ready To Move,Doddathoguru,Srtasno,907.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,251.0,4
Super built-up  Area,Ready To Move,Hennur,Shateor,1295.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Kodbisanhalli,Seityen,1012.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,1010.0,2.0,1.0,32.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1379.0,2.0,1.0,85.0,2
Built-up  Area,18-May,Kasavanhalli,Brersge,1121.0,2.0,2.0,75.0,2
Built-up  Area,Ready To Move,LB Shastri Nagar,MCrds S,1200.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Sarakki Nagar,Sowerew,3124.0,6.0,3.0,349.0,4
Super built-up  Area,18-Sep,Bannerghatta Road,DSnjh S,1246.0,2.0,2.0,47.35,2
Super built-up  Area,18-Apr,Electronic City,Prarkun,1355.0,2.0,1.0,73.0,2
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1425.0,2.0,1.0,94.0,2
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,2099.0,3.0,2.0,134.0,3
Super built-up  Area,19-Dec,Devanahalli,Jurdsig,1520.0,2.0,1.0,69.76,3
Built-up  Area,Ready To Move,Sarvobhogam Nagar,RodenGa,1490.0,3.0,0.0,140.0,3
Super built-up  Area,Ready To Move,Sahakara Nagar,Saniai ,1291.0,2.0,2.0,72.3,2
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1339.0,2.0,2.0,67.0,2
Super built-up  Area,Ready To Move,Near International Airport,PronsAs,1330.0,2.0,1.0,56.0,2
Built-up  Area,Ready To Move,Palace Road,NantsGa,1650.0,1.0,1.0,130.0,2
Super built-up  Area,Ready To Move,Bellandur,Sririth,1096.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,814.0,2.0,1.0,43.7,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Hebbal,Brium C,4000.0,6.0,1.0,370.0,4
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,Ablmsol,1500.0,2.0,3.0,78.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Asncywo,1850.0,3.0,2.0,89.0,3
Super built-up  Area,Ready To Move,Jalahalli West,Prntsax,745.0,2.0,1.0,36.0,2
Super built-up  Area,18-Dec,Whitefield,Goted U,613.0,1.0,1.0,48.0,1
Carpet  Area,Ready To Move,Bannerghatta Road,Vemit S,1470.0,2.0,1.0,85.0,3
Built-up  Area,Ready To Move,Attibele,Jae 1hu,520.0,1.0,1.0,15.0,1
Super built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2.0,1.0,64.99,3
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,MJarlPe,1155.0,2.0,1.0,64.0,2
Super built-up  Area,18-Aug,Chandapura,SuVue S,520.0,1.0,1.0,14.04,1
Super built-up  Area,Ready To Move,Ambalipura,Maorai ,1615.0,2.0,3.0,150.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,Sariana,1508.0,3.0,1.0,77.0,3
Built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,2395.0,4.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2215.0,4.0,2.0,152.0,3
Built-up  Area,Ready To Move,7th Block Jayanagar,Shamzm ,1903.0,2.0,1.0,293.0,3
Super built-up  Area,Ready To Move,Whitefield,SJces R,1730.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Malleshpalya,SoncyRe,1225.0,2.0,2.0,52.0,2
Super built-up  Area,19-Dec,Electronic City Phase II,DSineSt,1651.0,3.0,1.0,49.53,3
Super built-up  Area,Ready To Move,8th Phase JP Nagar,Yaenti ,1500.0,2.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Doddathoguru,SRanail,1783.0,3.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Kereguddadahalli,Jaood G,1015.0,2.0,1.0,35.0,2
Plot  Area,Ready To Move,KR Puram,Anncyar,1200.0,2.0,0.0,75.0,2
Built-up  Area,18-Mar,Thanisandra,Bhmesy ,1917.0,4.0,2.0,130.0,4
Super built-up  Area,Ready To Move,Bhoganhalli,Prsun S,1703.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Old Madras Road,JJr 2e ,1211.0,2.0,3.0,45.0,2
Super built-up  Area,19-Dec,Marathahalli,PrensKe,1146.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,Whitefield,SLiritn,1453.0,2.0,2.0,58.0,3
Super built-up  Area,19-Dec,Whitefield,Oreldhi,877.0,1.0,1.0,59.0,1
Super built-up  Area,19-Dec,Kanakapura,GoityEt,1477.0,2.0,1.0,69.5,3
Built-up  Area,Ready To Move,Frazer Town,Saentpa,1420.0,2.0,0.0,120.0,2
Built-up  Area,Ready To Move,Abshot Layout,Emtat H,1140.0,1.0,1.0,185.0,2
Super built-up  Area,Ready To Move,Maragondanahalli,Maa 5a ,1095.0,2.0,1.0,57.0,2
Super built-up  Area,20-Sep,Hoodi,Ranuetz,1258.0,2.0,0.0,59.135,2
Super built-up  Area,20-Dec,Varthur,Myple M,1665.0,3.0,2.0,71.58,3
Super built-up  Area,Ready To Move,KR Puram,AeisePV,1245.0,2.0,1.0,60.0,2
